Group1,Group2,Group3,Group4,Group5,Group6,Group7,PC-Norm,9.1.,9.2.,9.3.,9.4.,9.5.,9.1.-Norm,9.2.-Norm,9.3.-Norm,9.4.-Norm,9.5.-Norm,9.1.-Weighted,9.2.-Weighted,9.3.-Weighted,9.4.-Weighted,9.5.-Weighted
1.1.,2.1.,3.1.,4.1.,5.2.,6.2.,7.2.,0.00012937277219,7.665840000000001,9.539712,13.050180000000005,10.8108,8.177664000000004,0.15566991894841778,0.1937225658024754,0.2650095048764732,0.21953450108110195,0.16606350929153155,2.013944896094942e-05,2.5062425373625936e-05,3.428501430256866e-05,2.8401786996210714e-05,2.148409655664526e-05
1.1.,2.1.,3.1.,4.1.,5.2.,6.2.,7.3.,5.534279699240602e-05,11.498760000000004,8.347247999999999,20.077200000000005,9.36936,6.644352000000002,0.20556655604205595,0.14922609253423313,0.3589257327718437,0.16749867529352702,0.11878294335834008,1.1376628179463558e-05,8.25858934509206e-06,1.9863953964142716e-05,9.2698451832666e-06,6.573780320441077e-06
1.1.,2.1.,3.1.,4.1.,5.3.,6.1.,7.1.,2.980341919003572e-05,10.22112,9.460214399999998,0.0,14.137200000000002,2.053708800000001,0.2849311637137875,0.2637196215262055,0.0,0.3940985770301647,0.05725063772984235,8.491922912466704e-06,7.85974642898307e-06,0.0,1.174548509342658e-05,1.7062647551593665e-06
1.1.,2.1.,3.1.,4.1.,5.3.,6.1.,7.2.,0.0001074642518871,10.22112,8.9037312,0.0,14.137200000000002,1.9329024000000008,0.29041436213173466,0.2529831776792,0.0,0.40168258667628987,0.054919873512775434,3.120916216375621e-05,2.7186647929316523e-05,0.0,4.3166518673242695e-05,5.901923120784571e-06
1.1.,2.1.,3.1.,4.1.,5.3.,6.1.,7.3.,5.691625192541543e-05,15.331680000000004,7.790764799999998,0.0,12.252240000000002,1.5704832000000009,0.41498471464522785,0.2108737142567601,0.0,0.3316330839258872,0.04250848717212494,2.3619374563944424e-05,1.2002141445085826e-05,0.0,1.8875312151528236e-05,2.4194237648569533e-06
1.1.,2.1.,3.1.,4.1.,5.3.,6.2.,7.1.,2.604577371182001e-05,7.665840000000001,8.784484799999998,10.193040000000003,11.6424,7.5302656000000034,0.16731785650290648,0.19173386963703423,0.2224775894159526,0.2541119319669388,0.16435875247716797,4.357923028421475e-06,4.993856981457791e-06,5.7946009498791045e-06,6.61854187748429e-06,4.280850874577353e-06
1.1.,2.1.,3.1.,4.1.,5.3.,6.2.,7.2.,6.976546529951786e-05,7.665840000000001,8.267750399999999,12.046320000000003,11.6424,7.087308800000004,0.16411694488830258,0.1770031642647174,0.25789805625304696,0.24925058691122876,0.15173124768270435,1.144969502366776e-05,1.2348708114415003e-05,1.7992377894335053e-05,1.738908317203979e-05,1.058560109506026e-05
1.1.,2.1.,3.1.,4.1.,5.3.,6.2.,7.3.,2.984411571146044e-05,11.498760000000004,7.234281599999998,18.532800000000005,10.09008,5.758438400000004,0.21649060630684436,0.1362019913258862,0.3489225889194561,0.1899689650783705,0.10841584836944289,6.46097070506569e-06,4.064827989261079e-06,1.0413286118054593e-05,5.669455775385277e-06,3.2355751236938035e-06
1.1.,2.1.,3.1.,4.1.,5.4.,6.1.,7.1.,4.6593364325035175e-06,9.491040000000002,8.732505599999996,0.0,15.147000000000002,1.7377536000000011,0.2703360805356245,0.248730522383152,0.0,0.4314364507865423,0.049496946294681265,1.2595867490598404e-06,1.1589191848154517e-06,0.0,2.0102075734597475e-06,2.306229251684784e-07
1.1.,2.1.,3.1.,4.1.,5.4.,6.1.,7.2.,1.5884101474443813e-05,9.491040000000002,8.218828799999997,0.0,15.147000000000002,1.6355328000000011,0.2751632115984641,0.23827940122325367,0.0,0.43914019602508636,0.047417191153195926,4.370720375063858e-06,3.7848541882998723e-06,0.0,6.975347435169619e-06,7.531794759104636e-07
1.1.,2.1.,3.1.,4.1.,5.4.,6.1.,7.3.,1.0515863476136414e-05,14.236560000000004,7.191475199999997,0.0,13.127400000000002,1.328870400000001,0.3967350004955928,0.2004072554771687,0.0,0.3658256661374548,0.03703207788978368,4.172011101416566e-06,2.107455338225098e-06,0.0,3.846972761168135e-06,3.8942427532661506e-07
1.1.,2.1.,3.1.,4.1.,5.4.,6.2.,7.1.,3.058436222361284e-06,7.11828,8.108755199999997,10.193040000000003,12.474,6.371763200000004,0.16080752691673855,0.18318313835438382,0.2302687663541464,0.28179744134248674,0.1439431270322444,4.918195651504904e-07,5.602539456688661e-07,7.042623358959686e-07,8.618595019705906e-07,4.40240873675368e-07
1.1.,2.1.,3.1.,4.1.,5.4.,6.2.,7.2.,7.7453904332526e-06,7.11828,7.631769599999998,12.046320000000003,12.474,5.996953600000004,0.15724985479150222,0.16859334859013703,0.26611513887792687,0.2755630136309893,0.13247864410944457,1.217961520932462e-06,1.305821309280068e-06,2.0611656508087818e-06,2.1343431295357205e-06,1.026098822695568e-06
1.1.,2.1.,3.1.,4.1.,5.4.,6.2.,7.3.,4.141632384447572e-06,10.67742,6.677798399999999,18.532800000000005,10.810800000000002,4.8725248000000025,0.20704172777877147,0.12948660992021627,0.3593623677422465,0.20962804784964376,0.09448124670912202,8.574907247005385e-07,5.36285936997898e-07,1.4883468199930457e-06,8.682023116626099e-07,3.9130659109348035e-07
1.1.,2.1.,3.1.,4.2.,5.1.,6.1.,7.1.,0.0,12.636,5.485804799999997,0.0,17.901000000000003,2.5276416000000013,0.3277783055710607,0.14230197863545352,0.0,0.46435259955900277,0.06556711623448284,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.2.,5.1.,6.1.,7.2.,0.0,12.636,5.163110399999997,0.0,17.901000000000003,2.378956800000001,0.33183585967673074,0.13558920371872968,0.0,0.470100801208702,0.06247413539583767,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.2.,5.1.,6.1.,7.3.,3.74297258273604e-05,18.954000000000004,4.517721599999997,0.0,15.514200000000004,1.9329024000000008,0.46320979312601945,0.11040692665067785,0.0,0.3791457936327789,0.04723748659052373,1.7337815557255237e-05,4.132500993976362e-06,0.0,1.4191323104271879e-05,1.7680861718569165e-06
1.1.,2.1.,3.1.,4.2.,5.1.,6.2.,7.1.,0.0,9.477,5.093961599999997,6.625476000000003,14.742,9.268019200000005,0.2096381948695435,0.1126821688887592,0.14656039134657423,0.32610385868595654,0.20501538620916657,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.2.,5.1.,6.2.,7.2.,0.0,9.477,4.794316799999998,7.830108000000003,14.742,8.722841600000006,0.20798280721108192,0.10521636242727136,0.1718400171579562,0.32352881121723853,0.1914320019864521,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.2.,5.1.,6.2.,7.3.,2.289738348291869e-05,14.215500000000002,4.1950271999999975,12.046320000000003,12.776400000000002,7.087308800000004,0.28249886587103684,0.08336607409504769,0.2393916315233083,0.25390021525199363,0.1408432132586135,6.468484865338742e-06,1.9088649680197207e-06,5.481441989590757e-06,5.8136505950204994e-06,3.224941064948971e-06
1.1.,2.1.,3.1.,4.2.,5.2.,6.1.,7.1.,0.0004316738165407,11.7936,11.755295999999994,0.0,15.514200000000002,2.369664000000001,0.28464432492549374,0.2837198390838553,0.0,0.37444283219365554,0.057193003796995455,0.000122873502097239,0.00012247442576564108,0.0,0.00016163716644934417,2.4688722228475774e-05
1.1.,2.1.,3.1.,4.2.,5.2.,6.1.,7.2.,0.0011209569543516,11.7936,11.063807999999996,0.0,15.514200000000002,2.230272000000001,0.290469308317743,0.2724949682132945,0.0,0.3821054591560786,0.05493026431288407,0.000325603591184473,0.0003054551296445106,0.0,0.0004283237717367175,6.157446178589891e-05
1.1.,2.1.,3.1.,4.2.,5.2.,6.1.,7.3.,0.0004384187199242,17.690400000000004,9.680831999999995,0.0,13.445640000000004,1.812096000000001,0.414985415551228,0.22709515276091116,0.0,0.315410872719227,0.04250855896863374,0.00018193737467318158,9.956276617442933e-05,0.0,0.0001382820310677383,1.8636548008850774e-05
1.1.,2.1.,3.1.,4.2.,5.2.,6.2.,7.1.,0.0004481248276316,8.845199999999998,10.915631999999995,9.570132000000005,12.776400000000002,8.688768000000003,0.17413136890029338,0.2148910078428805,0.1884027705101641,0.251523088411535,0.17105176433512698,7.803258967369853e-05,9.629799584917164e-05,8.442795906018318e-05,0.00011271374063978681,7.665254240875985e-05
1.1.,2.1.,3.1.,4.2.,5.2.,6.2.,7.2.,0.0008644453414516,8.845199999999998,10.273535999999996,11.310156000000005,12.776400000000002,8.177664000000004,0.17214268482334877,0.19994054059482283,0.2201149346098345,0.2486505447448372,0.1591512952271567,0.0001488079419605149,0.0001728376688845091,0.000190277329807395,0.00021494480505407712,0.00013757759574510388
1.1.,2.1.,3.1.,4.2.,5.2.,6.2.,7.3.,0.000273076066838,13.2678,8.989343999999996,17.400240000000007,11.072880000000003,6.644352000000002,0.23124860652662138,0.15667806822445648,0.3032741866193928,0.19299266421234088,0.11580647441718826,6.314845993205803e-05,4.27850306305104e-05,8.28169220555174e-05,5.2701677671692886e-05,3.162397654822124e-05
1.1.,2.1.,3.1.,4.2.,5.3.,6.1.,7.1.,0.0001229391041588,11.7936,10.187923199999997,0.0,16.7076,2.053708800000001,0.2894644142557395,0.2500543703000321,0.0,0.41007458686229764,0.0504066285819307,3.558649577445238e-05,3.0741460275678786e-05,0.0,5.041420234714088e-05,6.196945761527923e-06
1.1.,2.1.,3.1.,4.2.,5.3.,6.1.,7.2.,0.0003929161709623,11.7936,9.588633599999996,0.0,16.7076,1.9329024000000008,0.29467250814636964,0.23957966291959643,0.0,0.41745271987402366,0.04829510906001032,0.00011578159358872872,9.413472379480636e-05,0.0,0.00016402392425069902,1.897592932806594e-05
1.1.,2.1.,3.1.,4.2.,5.3.,6.1.,7.3.,0.0001536738801986,17.690400000000004,8.390054399999995,0.0,14.479920000000002,1.5704832000000009,0.41989176123488176,0.19914273950122477,0.0,0.3436891823441069,0.037276316919786626,6.452639621238838e-05,3.060303749253222e-05,0.0,5.281605023310307e-05,5.728396260576336e-06
1.1.,2.1.,3.1.,4.2.,5.3.,6.2.,7.1.,0.0001577772830619,8.845199999999998,9.460214399999996,8.833968000000002,13.7592,7.5302656000000034,0.18264320472789272,0.1953425445924296,0.18241127684887326,0.28411165179894426,0.15549132203186009,2.881694861168528e-05,3.082061595219159e-05,2.878035566106728e-05,4.4826364507066e-05,2.4532998329889834e-05
1.1.,2.1.,3.1.,4.2.,5.3.,6.2.,7.2.,0.0003745929812957,8.845199999999998,8.903731199999998,10.440144000000002,13.7592,7.087308800000004,0.18038329063237013,0.18157693808643122,0.21290954748290553,0.2805962298725758,0.14453399392571736,6.757031461390824e-05,6.8017446572341e-05,7.975442213793998e-05,0.00010510937828830174,5.4141419683209066e-05
1.1.,2.1.,3.1.,4.2.,5.3.,6.2.,7.3.,0.0001183329622964,13.2678,7.790764799999997,16.061760000000003,11.924640000000002,5.758438400000004,0.2420981038637396,0.1421584125271986,0.29307960933345834,0.21758940692938575,0.10507446734621771,2.8648185796537827e-05,1.682202606969707e-05,3.468097836109977e-05,2.574799908627104e-05,1.2433772982794293e-05
1.1.,2.1.,3.1.,4.2.,5.4.,6.1.,7.1.,1.959662087788244e-05,10.951200000000002,9.404236799999994,0.0,17.901000000000003,1.7377536000000011,0.2738197695833343,0.23514007174401996,0.0,0.44759000797275805,0.043450150699887675,5.365942213393728e-06,4.607950839165636e-06,0.0,8.771251694970517e-06,8.514761303525571e-07
1.1.,2.1.,3.1.,4.2.,5.4.,6.1.,7.2.,5.921499593781628e-05,10.951200000000002,8.851046399999996,0.0,17.901000000000003,1.6355328000000011,0.27838179584383244,0.2249954518161559,0.0,0.45504716628318764,0.041575586056824085,1.648437691005454e-05,1.3323104765320811e-05,0.0,2.6945616102973764e-05,2.4618981594671695e-06
1.1.,2.1.,3.1.,4.2.,5.4.,6.1.,7.3.,2.894955356959906e-05,16.426800000000004,7.744665599999996,0.0,15.514200000000004,1.328870400000001,0.4005116624993637,0.18882733672764201,0.0,0.3782610145827324,0.03239998619026193,1.1594633828774508e-05,5.466467100001592e-06,0.0,1.0950487504953703e-05,9.379651358692574e-07
1.1.,2.1.,3.1.,4.2.,5.4.,6.2.,7.1.,1.889034137340792e-05,8.2134,8.732505599999996,8.833968000000002,14.742,6.371763200000004,0.17514956314925864,0.18621941474157525,0.1883830856983138,0.31437101078072066,0.13587692563013162,3.3086350392927635e-06,3.5177483148245874e-06,3.558620797817107e-06,5.938575711551114e-06,2.566761509922346e-06
1.1.,2.1.,3.1.,4.2.,5.4.,6.2.,7.2.,4.240290618204464e-05,8.2134,8.218828799999997,10.440144000000002,14.742,5.996953600000004,0.17250937163556945,0.1726233949239439,0.21927857905676834,0.3096322054997401,0.12595644888397822,7.314898700986525e-06,7.319733619786035e-06,9.298049015476207e-06,1.3129305360745046e-05,5.34091948505083e-06
1.1.,2.1.,3.1.,4.2.,5.4.,6.2.,7.3.,1.674371167188429e-05,12.3201,7.191475199999997,16.061760000000003,12.776400000000002,4.8725248000000025,0.23148396930156664,0.13512156755462837,0.30178650812648694,0.24005744964606918,0.09155050537124884,3.875900838648746e-06,2.262436567787733e-06,5.053026278534663e-06,4.019452721561664e-06,1.5328952653514846e-06
1.1.,2.1.,3.1.,4.3.,5.1.,6.1.,7.1.,0.0,11.7936,5.877647999999998,0.0,16.524,2.9872128000000018,0.3171818041693464,0.15807582052234687,0.0,0.44440307727023814,0.08033929803806858,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.3.,5.1.,6.1.,7.2.,0.0,11.7936,5.531903999999998,0.0,16.524,2.8114944000000017,0.3216933666487381,0.15089343556993795,0.0,0.4507242225023529,0.07668897527897119,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.3.,5.1.,6.1.,7.3.,5.361028438814642e-05,17.690400000000004,4.840415999999998,0.0,14.3208,2.284339200000001,0.4520242296270823,0.12368207126320499,0.0,0.3659243763647808,0.058369322744932034,2.423314750064068e-05,6.6306310141354115e-06,0.0,1.9617309881471024e-05,3.1291959918993093e-06
1.1.,2.1.,3.1.,4.3.,5.1.,6.2.,7.1.,0.0,8.845199999999998,5.4578159999999984,7.6447800000000035,13.608,10.953113600000004,0.19018291497420955,0.11734990235075299,0.16437237651342407,0.29258909996032245,0.23550570620129102,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.3.,5.1.,6.2.,7.2.,0.0,8.845199999999998,5.136767999999999,9.034740000000005,13.608,10.308812800000004,0.18846231540336514,0.10944774464906538,0.19250079359058023,0.2899420236974849,0.21964712265950445,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.3.,5.1.,6.2.,7.3.,3.0453179297408627e-05,13.2678,4.494671999999999,13.899600000000005,11.7936,8.375910400000004,0.25597906499570805,0.08671685856150899,0.2681685442812181,0.22753694666285162,0.1615985854987133,7.795376362697313e-06,2.6408040418816575e-06,8.166584760921e-06,6.929223433508724e-06,4.9211906983999346e-06
1.1.,2.1.,3.1.,4.3.,5.2.,6.1.,7.1.,0.0012013185989075,11.00736,12.594959999999997,0.0,14.3208,2.800512000000001,0.2702941623674431,0.30927889732428576,0.0,0.35165822144743875,0.06876871886083248,0.00032470940442813303,0.00037154249160526755,0.0,0.0004224535618835405,8.261314099055905e-05
1.1.,2.1.,3.1.,4.3.,5.2.,6.1.,7.2.,0.0028155904661894,11.00736,11.854079999999996,0.0,14.3208,2.635776000000001,0.27644169915447325,0.29770644524327877,0.0,0.3596562922672994,0.06619556333494872,0.0007783466125965333,0.0008382194289501124,0.0,0.0010126448276128366,0.00018637959702991823
1.1.,2.1.,3.1.,4.3.,5.2.,6.1.,7.3.,0.0008201710746881,16.51104,10.372319999999997,0.0,12.41136,2.141568000000001,0.3984681253301455,0.250319719758681,0.0,0.29952876087742225,0.05168339403375131,0.0003268120305809779,0.00020530499357010142,0.0,0.00024566482570883034,4.238922482819034e-05
1.1.,2.1.,3.1.,4.3.,5.2.,6.2.,7.1.,0.0011580220168059,8.255519999999999,11.69532,11.042460000000004,11.7936,10.268544000000002,0.15560175125478165,0.2204358142776074,0.20813057374470378,0.22228821607825952,0.1935436446446476,0.00018019025380659225,0.0002552695262260057,0.000241019786766811,0.0002574146482951318,0.00022412780171135926
1.1.,2.1.,3.1.,4.3.,5.2.,6.2.,7.2.,0.0020161990471175,8.255519999999999,11.007359999999998,13.050180000000005,11.7936,9.664512000000002,0.15353059442334638,0.2047074592311285,0.2426984481573138,0.21932942060478056,0.1797340775834308,0.0003095482381797344,0.0004127309842396458,0.0004893283799116721,0.000442211768828192,0.000362379675958256
1.1.,2.1.,3.1.,4.3.,5.2.,6.2.,7.3.,0.0004743668313634,12.38328,9.631439999999998,20.077200000000005,10.22112,7.852416000000002,0.20582042958338084,0.16008255634262952,0.33369978946058354,0.1698835291799334,0.13051369543347266,9.763438501132216e-05,7.593785500880612e-05,0.0001582961117530507,8.058711143791671e-05,6.191136815230427e-05
1.1.,2.1.,3.1.,4.3.,5.3.,6.1.,7.1.,0.000374205877107,11.00736,10.915632,0.0,15.4224,2.427110400000001,0.2767580447741704,0.2744517277343856,0.0,0.38776539240337055,0.061024835088073326,0.0001035644868911368,0.00010270144950037731,0.0,0.0001451040887760433,2.283585193944251e-05
1.1.,2.1.,3.1.,4.3.,5.3.,6.1.,7.2.,0.0010794400301164,11.00736,10.273536,0.0,15.4224,2.284339200000001,0.2823295114857339,0.2635075440533516,0.0,0.3955715682904513,0.058591376170463436,0.00030475777638090906,0.0002844405912888484,0.0,0.0004269957855886363,6.324587685800637e-05
1.1.,2.1.,3.1.,4.3.,5.3.,6.1.,7.3.,0.0003144368828468,16.51104,8.989343999999997,0.0,13.36608,1.856025600000001,0.40545261751383693,0.2207464250908667,0.0,0.3282235475112013,0.04557740988409513,0.00012748925719312674,6.941081780514676e-05,0.0,0.0001032055891563407,1.4331218692185804e-05
1.1.,2.1.,3.1.,4.3.,5.3.,6.2.,7.1.,0.000445944025352,8.255519999999999,10.135944,10.193040000000003,12.7008,8.899404800000003,0.16450269808081455,0.20197275708811124,0.20311047416100583,0.25308107397048396,0.17733299669958433,7.335899536342317e-05,9.006854430731402e-05,9.057590243851232e-05,0.00011285999286680488,7.908059037594557e-05
1.1.,2.1.,3.1.,4.3.,5.3.,6.2.,7.2.,0.00095559434004,8.255519999999999,9.539712,12.046320000000003,12.7008,8.375910400000004,0.16213279108283157,0.18735344747349428,0.23658152168209107,0.2494350632043563,0.16449717655722682,0.00015493317749364164,0.00017903389399265258,0.00022607596307745677,0.00023835873460560254,0.00015719257087064653
1.1.,2.1.,3.1.,4.3.,5.3.,6.2.,7.3.,0.0002248301127816,12.38328,8.347247999999999,18.532800000000005,11.00736,6.805427200000003,0.21696080675091212,0.1462476549209852,0.3247032481986441,0.19285405044525525,0.11923423968420337,4.877932265099449e-05,3.2880876749929625e-05,7.300306791305301e-05,4.335939791199511e-05,2.680744755562777e-05
1.1.,2.1.,3.1.,4.3.,5.4.,6.1.,7.1.,5.138974006437702e-05,10.22112,10.075967999999996,0.0,16.524,2.053708800000001,0.26292407527130796,0.25919024224970344,0.0,0.42505688415585496,0.052828798323133634,1.3511599884859214e-05,1.331971917643517e-05,0.0,2.18435627893434e-05,2.714858213739234e-06
1.1.,2.1.,3.1.,4.3.,5.4.,6.1.,7.2.,0.0001401538365392,10.22112,9.483263999999997,0.0,16.524,1.9329024000000008,0.2678400275311474,0.2485048302774195,0.0,0.4330042710509885,0.050650871140444594,3.753880743725526e-05,3.4828905361903095e-05,0.0,6.0687209825655694e-05,7.098913914385955e-06
1.1.,2.1.,3.1.,4.3.,5.4.,6.1.,7.3.,5.103286686948551e-05,15.33168,8.297855999999998,0.0,14.3208,1.5704832000000006,0.3879393269256929,0.20996163966155837,0.0,0.3623609097657571,0.03973812364699163,1.9797656024436702e-05,1.0714944404547198e-05,0.0,1.8492316066781534e-05,2.0279503737200777e-06
1.1.,2.1.,3.1.,4.3.,5.4.,6.2.,7.1.,4.599920788979204e-05,7.66584,9.356255999999998,10.193040000000003,13.608,7.530265600000003,0.15853776045406492,0.19349736916957663,0.21080295620815231,0.28142797713739337,0.15573393703081279,7.2926114015085844e-06,8.900725710559193e-06,9.696769006401526e-06,1.2945464026346599e-05,7.16363774497614e-06
1.1.,2.1.,3.1.,4.3.,5.4.,6.2.,7.2.,9.319320040009815e-05,7.66584,8.805888,12.046320000000003,13.608,7.087308800000002,0.15576746839589695,0.17893288677272262,0.24477745033640955,0.27651029892762774,0.14401189556734326,1.451646889803478e-05,1.667532837517841e-05,2.2811593982626088e-05,2.576887970065346e-05,1.3420929443605427e-05
1.1.,2.1.,3.1.,4.3.,5.4.,6.2.,7.3.,2.740786136766775e-05,11.49876,7.705151999999998,18.532800000000005,11.7936,5.758438400000002,0.20797648557454104,0.13936202110294027,0.3352001965303959,0.21330921597388822,0.10415208081823461,5.700190684361773e-06,3.819614954307374e-06,9.187120516920076e-06,5.846349419858227e-06,2.854585792220302e-06
1.1.,2.1.,3.1.,4.4.,5.1.,6.1.,7.1.,0.0,10.1088,6.661334399999997,0.0,19.278,3.676569600000002,0.2544713737829236,0.1676874521204739,0.0,0.4852899596180755,0.09255121447852707,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.4.,5.1.,6.1.,7.2.,0.0,10.1088,6.269491199999997,0.0,19.278,3.460300800000002,0.25842742128455365,0.16027703026889453,0.0,0.4928343450779148,0.08846120336863708,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.4.,5.1.,6.1.,7.3.,1.8646310302274777e-06,15.163200000000003,5.485804799999998,0.0,16.7076,2.8114944000000013,0.37749359073480887,0.13657118233764962,0.0,0.4159420120133541,0.06999321491418746,7.038862629961165e-07,2.546548644216363e-07,0.0,7.755783823753504e-07,1.3051152043437462e-07
1.1.,2.1.,3.1.,4.4.,5.1.,6.2.,7.1.,0.0,7.5816,6.185524799999999,8.154432000000003,15.876,13.480755200000004,0.14785198077503017,0.1206265292040034,0.15902301932247698,0.3096045751271999,0.2628938955712895,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.4.,5.1.,6.2.,7.2.,0.0,7.5816,5.821670399999999,9.637056000000005,15.876,12.687769600000005,0.14691857018481633,0.1128141146005154,0.18674982699047774,0.30764999739555554,0.24586749082863507,0.0,0.0,0.0,0.0,0.0
1.1.,2.1.,3.1.,4.4.,5.1.,6.2.,7.3.,2.2507972199195587e-06,11.3724,5.093961599999998,14.826240000000004,13.7592,10.308812800000004,0.20542402072763122,0.09201418111429048,0.2678120566523193,0.24853770409022047,0.18621203741553854,4.623678147584502e-07,2.0710526304521978e-07,6.027906325739796e-07,5.594079734114581e-07,4.19125536130451e-07
1.1.,2.1.,3.1.,4.4.,5.2.,6.1.,7.1.,0.000482597403918,9.43488,14.274287999999997,0.0,16.7076,3.4467840000000014,0.2150961235423889,0.32542480827818043,0.0,0.380899385439647,0.07857968273978362,0.00010380483081438228,0.00015704916764556275,0.0,0.0001838210545671353,3.7922350890919647e-05
1.1.,2.1.,3.1.,4.4.,5.2.,6.1.,7.2.,0.0010603946863433,9.43488,13.434623999999998,0.0,16.7076,3.2440320000000016,0.22033231439726397,0.3137381502443092,0.0,0.39017180674515495,0.07575772861327176,0.00023363921541658009,0.00033268626742224137,0.0,0.00041373611063352724,8.033309287095116e-05
1.1.,2.1.,3.1.,4.4.,5.2.,6.1.,7.3.,0.0002246465779957,14.15232,11.755295999999996,0.0,14.479920000000002,2.635776000000001,0.3289453866313221,0.27323084749960663,0.0,0.3365598631737139,0.061263902695357364,7.3896455454199e-05,6.138037489365159e-05,0.0,7.560702155267583e-05,1.3762726095173573e-05
1.1.,2.1.,3.1.,4.4.,5.2.,6.2.,7.1.,0.0009885588564389,7.07616,13.254695999999996,11.778624000000004,13.7592,12.638208000000004,0.12094575941212253,0.2265493252691887,0.20132029582568128,0.23517230996801602,0.21601230952499134,0.00011956200161558216,0.00022395734191511354,0.00019901696141937653,0.00023248166980807642,0.00021354088168075113
